,exp_name,env_name,seed,metric,env_step,value
45,WarpSAC-L,Ant-v4,2,avg_return,150000,4466.1658
46,WarpSAC-L,Ant-v4,2,avg_return,200000,5524.7006
47,WarpSAC-L,Ant-v4,2,avg_return,250000,6203.9895
48,WarpSAC-L,Ant-v4,2,avg_return,300000,6118.6793
49,WarpSAC-L,Ant-v4,2,avg_return,350000,5925.8622
50,WarpSAC-L,Ant-v4,2,avg_return,400000,6252.3888
51,WarpSAC-L,Ant-v4,2,avg_return,450000,6499.7792
52,WarpSAC-L,Ant-v4,2,avg_return,500000,6471.3379
53,WarpSAC-L,Ant-v4,2,avg_return,550000,6977.6855
54,WarpSAC-L,Ant-v4,2,avg_return,600000,7451.0424
55,WarpSAC-L,Ant-v4,2,avg_return,650000,7184.2206
56,WarpSAC-L,Ant-v4,2,avg_return,700000,7591.8366
57,WarpSAC-L,Ant-v4,2,avg_return,750000,7630.9902
58,WarpSAC-L,Ant-v4,2,avg_return,800000,7668.9755
59,WarpSAC-L,Ant-v4,2,avg_return,850000,7800.6717
60,WarpSAC-L,Ant-v4,2,avg_return,900000,7859.1561
61,WarpSAC-L,Ant-v4,2,avg_return,950000,7979.821
62,WarpSAC-L,Ant-v4,2,avg_return,1000000,7891.9441
63,WarpSAC-L,Ant-v4,2,avg_success,0,0.0
64,WarpSAC-L,Ant-v4,2,avg_success,50000,0.0
65,WarpSAC-L,Ant-v4,2,avg_success,100000,0.0
66,WarpSAC-L,Ant-v4,2,avg_success,150000,0.0
67,WarpSAC-L,Ant-v4,2,avg_success,200000,0.0
68,WarpSAC-L,Ant-v4,2,avg_success,250000,0.0
69,WarpSAC-L,Ant-v4,2,avg_success,300000,0.0
70,WarpSAC-L,Ant-v4,2,avg_success,350000,0.0
71,WarpSAC-L,Ant-v4,2,avg_success,400000,0.0
72,WarpSAC-L,Ant-v4,2,avg_success,450000,0.0
73,WarpSAC-L,Ant-v4,2,avg_success,500000,0.0
74,WarpSAC-L,Ant-v4,2,avg_success,550000,0.0
75,WarpSAC-L,Ant-v4,2,avg_success,600000,0.0
76,WarpSAC-L,Ant-v4,2,avg_success,650000,0.0
77,WarpSAC-L,Ant-v4,2,avg_success,700000,0.0
78,WarpSAC-L,Ant-v4,2,avg_success,750000,0.0
79,WarpSAC-L,Ant-v4,2,avg_success,800000,0.0
80,WarpSAC-L,Ant-v4,2,avg_success,850000,0.0
81,WarpSAC-L,Ant-v4,2,avg_success,900000,0.0
82,WarpSAC-L,Ant-v4,2,avg_success,950000,0.0
83,WarpSAC-L,Ant-v4,2,avg_success,1000000,0.0
84,WarpSAC-L,Ant-v4,3,avg_return,0,-170.7609
85,WarpSAC-L,Ant-v4,3,avg_return,50000,1165.6881
86,WarpSAC-L,Ant-v4,3,avg_return,100000,4729.0928
87,WarpSAC-L,Ant-v4,3,avg_return,150000,5026.6225
88,WarpSAC-L,Ant-v4,3,avg_return,200000,5282.8923
89,WarpSAC-L,Ant-v4,3,avg_return,250000,5768.9764
90,WarpSAC-L,Ant-v4,3,avg_return,300000,6077.0122
91,WarpSAC-L,Ant-v4,3,avg_return,350000,6545.5426
92,WarpSAC-L,Ant-v4,3,avg_return,400000,6621.729
93,WarpSAC-L,Ant-v4,3,avg_return,450000,6631.4814
94,WarpSAC-L,Ant-v4,3,avg_return,500000,7038.1882
95,WarpSAC-L,Ant-v4,3,avg_return,550000,7084.6415
96,WarpSAC-L,Ant-v4,3,avg_return,600000,7242.5272
97,WarpSAC-L,Ant-v4,3,avg_return,650000,7518.5182
98,WarpSAC-L,Ant-v4,3,avg_return,700000,7476.2854
99,WarpSAC-L,Ant-v4,3,avg_return,750000,7288.6301
100,WarpSAC-L,Ant-v4,3,avg_return,800000,7521.8828
101,WarpSAC-L,Ant-v4,3,avg_return,850000,7411.9072
102,WarpSAC-L,Ant-v4,3,avg_return,900000,7436.2194
103,WarpSAC-L,Ant-v4,3,avg_return,950000,7396.1889
104,WarpSAC-L,Ant-v4,3,avg_return,1000000,7528.8333
105,WarpSAC-L,Ant-v4,3,avg_success,0,0.0
106,WarpSAC-L,Ant-v4,3,avg_success,50000,0.0
107,WarpSAC-L,Ant-v4,3,avg_success,100000,0.0
108,WarpSAC-L,Ant-v4,3,avg_success,150000,0.0
109,WarpSAC-L,Ant-v4,3,avg_success,200000,0.0
110,WarpSAC-L,Ant-v4,3,avg_success,250000,0.0
111,WarpSAC-L,Ant-v4,3,avg_success,300000,0.0
112,WarpSAC-L,Ant-v4,3,avg_success,350000,0.0
113,WarpSAC-L,Ant-v4,3,avg_success,400000,0.0
114,WarpSAC-L,Ant-v4,3,avg_success,450000,0.0
115,WarpSAC-L,Ant-v4,3,avg_success,500000,0.0
116,WarpSAC-L,Ant-v4,3,avg_success,550000,0.0
117,WarpSAC-L,Ant-v4,3,avg_success,600000,0.0
118,WarpSAC-L,Ant-v4,3,avg_success,650000,0.0
119,WarpSAC-L,Ant-v4,3,avg_success,700000,0.0
120,WarpSAC-L,Ant-v4,3,avg_success,750000,0.0
121,WarpSAC-L,Ant-v4,3,avg_success,800000,0.0
122,WarpSAC-L,Ant-v4,3,avg_success,850000,0.0
123,WarpSAC-L,Ant-v4,3,avg_success,900000,0.0
124,WarpSAC-L,Ant-v4,3,avg_success,950000,0.0
125,WarpSAC-L,Ant-v4,3,avg_success,1000000,0.0
126,WarpSAC-L,Ant-v4,4,avg_return,0,-447.2165
127,WarpSAC-L,Ant-v4,4,avg_return,50000,598.899
128,WarpSAC-L,Ant-v4,4,avg_return,100000,3342.1982
129,WarpSAC-L,Ant-v4,4,avg_return,150000,4031.9836
130,WarpSAC-L,Ant-v4,4,avg_return,200000,5497.8709
131,WarpSAC-L,Ant-v4,4,avg_return,250000,5759.9468
132,WarpSAC-L,Ant-v4,4,avg_return,300000,6468.3466
133,WarpSAC-L,Ant-v4,4,avg_return,350000,6568.2508
134,WarpSAC-L,Ant-v4,4,avg_return,400000,6866.7644
135,WarpSAC-L,Ant-v4,4,avg_return,450000,6989.4321
136,WarpSAC-L,Ant-v4,4,avg_return,500000,7255.4395
137,WarpSAC-L,Ant-v4,4,avg_return,550000,7038.7317
138,WarpSAC-L,Ant-v4,4,avg_return,600000,7316.9682
139,WarpSAC-L,Ant-v4,4,avg_return,650000,7317.3028
140,WarpSAC-L,Ant-v4,4,avg_return,700000,7633.0539
141,WarpSAC-L,Ant-v4,4,avg_return,750000,7486.9653
142,WarpSAC-L,Ant-v4,4,avg_return,800000,7610.3306
143,WarpSAC-L,Ant-v4,4,avg_return,850000,7806.4635
144,WarpSAC-L,Ant-v4,4,avg_return,900000,7847.8763
145,WarpSAC-L,Ant-v4,4,avg_return,950000,7732.8707
146,WarpSAC-L,Ant-v4,4,avg_return,1000000,8012.9111
147,WarpSAC-L,Ant-v4,4,avg_success,0,0.0
148,WarpSAC-L,Ant-v4,4,avg_success,50000,0.0
149,WarpSAC-L,Ant-v4,4,avg_success,100000,0.0
150,WarpSAC-L,Ant-v4,4,avg_success,150000,0.0
151,WarpSAC-L,Ant-v4,4,avg_success,200000,0.0
152,WarpSAC-L,Ant-v4,4,avg_success,250000,0.0
153,WarpSAC-L,Ant-v4,4,avg_success,300000,0.0
154,WarpSAC-L,Ant-v4,4,avg_success,350000,0.0
155,WarpSAC-L,Ant-v4,4,avg_success,400000,0.0
156,WarpSAC-L,Ant-v4,4,avg_success,450000,0.0
157,WarpSAC-L,Ant-v4,4,avg_success,500000,0.0
158,WarpSAC-L,Ant-v4,4,avg_success,550000,0.0
159,WarpSAC-L,Ant-v4,4,avg_success,600000,0.0
160,WarpSAC-L,Ant-v4,4,avg_success,650000,0.0
161,WarpSAC-L,Ant-v4,4,avg_success,700000,0.0
162,WarpSAC-L,Ant-v4,4,avg_success,750000,0.0
163,WarpSAC-L,Ant-v4,4,avg_success,800000,0.0
164,WarpSAC-L,Ant-v4,4,avg_success,850000,0.0
165,WarpSAC-L,Ant-v4,4,avg_success,900000,0.0
166,WarpSAC-L,Ant-v4,4,avg_success,950000,0.0
167,WarpSAC-L,Ant-v4,4,avg_success,1000000,0.0
168,WarpSAC-L,Ant-v4,5,avg_return,0,-101.181
169,WarpSAC-L,Ant-v4,5,avg_return,50000,813.7325
170,WarpSAC-L,Ant-v4,5,avg_return,100000,2781.4273
171,WarpSAC-L,Ant-v4,5,avg_return,150000,4812.778
172,WarpSAC-L,Ant-v4,5,avg_return,200000,4287.4493
173,WarpSAC-L,Ant-v4,5,avg_return,250000,4918.2039
174,WarpSAC-L,Ant-v4,5,avg_return,300000,6140.8188
175,WarpSAC-L,Ant-v4,5,avg_return,350000,6146.098
176,WarpSAC-L,Ant-v4,5,avg_return,400000,6553.0658
177,WarpSAC-L,Ant-v4,5,avg_return,450000,6798.0115
178,WarpSAC-L,Ant-v4,5,avg_return,500000,7170.937
179,WarpSAC-L,Ant-v4,5,avg_return,550000,7462.8368
180,WarpSAC-L,Ant-v4,5,avg_return,600000,7409.7696
181,WarpSAC-L,Ant-v4,5,avg_return,650000,7581.2094
182,WarpSAC-L,Ant-v4,5,avg_return,700000,7630.4959
183,WarpSAC-L,Ant-v4,5,avg_return,750000,7629.4741
184,WarpSAC-L,Ant-v4,5,avg_return,800000,7761.529
185,WarpSAC-L,Ant-v4,5,avg_return,850000,7869.7257
186,WarpSAC-L,Ant-v4,5,avg_return,900000,7844.7064
187,WarpSAC-L,Ant-v4,5,avg_return,950000,7930.5187
188,WarpSAC-L,Ant-v4,5,avg_return,1000000,7806.8693
189,WarpSAC-L,Ant-v4,5,avg_success,0,0.0
190,WarpSAC-L,Ant-v4,5,avg_success,50000,0.0
191,WarpSAC-L,Ant-v4,5,avg_success,100000,0.0
192,WarpSAC-L,Ant-v4,5,avg_success,150000,0.0
193,WarpSAC-L,Ant-v4,5,avg_success,200000,0.0
194,WarpSAC-L,Ant-v4,5,avg_success,250000,0.0
195,WarpSAC-L,Ant-v4,5,avg_success,300000,0.0
196,WarpSAC-L,Ant-v4,5,avg_success,350000,0.0
197,WarpSAC-L,Ant-v4,5,avg_success,400000,0.0
198,WarpSAC-L,Ant-v4,5,avg_success,450000,0.0
199,WarpSAC-L,Ant-v4,5,avg_success,500000,0.0
200,WarpSAC-L,Ant-v4,5,avg_success,550000,0.0
201,WarpSAC-L,Ant-v4,5,avg_success,600000,0.0
202,WarpSAC-L,Ant-v4,5,avg_success,650000,0.0
203,WarpSAC-L,Ant-v4,5,avg_success,700000,0.0
204,WarpSAC-L,Ant-v4,5,avg_success,750000,0.0
205,WarpSAC-L,Ant-v4,5,avg_success,800000,0.0
206,WarpSAC-L,Ant-v4,5,avg_success,850000,0.0
207,WarpSAC-L,Ant-v4,5,avg_success,900000,0.0
208,WarpSAC-L,Ant-v4,5,avg_success,950000,0.0
209,WarpSAC-L,Ant-v4,5,avg_success,1000000,0.0
210,WarpSAC-L,G1JoystickFlatTerrain,1,avg_return,0,-5.1731
211,WarpSAC-L,G1JoystickFlatTerrain,1,avg_return,2499584,-3.8023
212,WarpSAC-L,G1JoystickFlatTerrain,1,avg_return,4999168,-3.2659
213,WarpSAC-L,G1JoystickFlatTerrain,1,avg_return,7498752,1.6809
214,WarpSAC-L,G1JoystickFlatTerrain,1,avg_return,9998336,10.5088
215,WarpSAC-L,G1JoystickFlatTerrain,1,avg_return,12497920,16.9149
216,WarpSAC-L,G1JoystickFlatTerrain,1,avg_return,14997504,19.965
217,WarpSAC-L,G1JoystickFlatTerrain,1,avg_return,17497088,26.2646
218,WarpSAC-L,G1JoystickFlatTerrain,1,avg_return,19996672,32.1057
219,WarpSAC-L,G1JoystickFlatTerrain,1,avg_return,22496256,35.9224
220,WarpSAC-L,G1JoystickFlatTerrain,1,avg_return,24995840,34.6503
221,WarpSAC-L,G1JoystickFlatTerrain,1,avg_return,27495424,35.8483
222,WarpSAC-L,G1JoystickFlatTerrain,1,avg_return,29995008,37.2396
223,WarpSAC-L,G1JoystickFlatTerrain,1,avg_return,32494592,38.6004
224,WarpSAC-L,G1JoystickFlatTerrain,1,avg_return,34994176,40.1945
225,WarpSAC-L,G1JoystickFlatTerrain,1,avg_return,37493760,39.3449
226,WarpSAC-L,G1JoystickFlatTerrain,1,avg_return,39993344,39.1932
227,WarpSAC-L,G1JoystickFlatTerrain,1,avg_return,42492928,40.2716
228,WarpSAC-L,G1JoystickFlatTerrain,1,avg_return,44992512,39.6988
229,WarpSAC-L,G1JoystickFlatTerrain,1,avg_return,47492096,39.9866
230,WarpSAC-L,G1JoystickFlatTerrain,1,avg_return,49991680,38.7998
231,WarpSAC-L,G1JoystickFlatTerrain,1,avg_return,50000896,40.2062
232,WarpSAC-L,G1JoystickFlatTerrain,1,avg_success,0,0.0
233,WarpSAC-L,G1JoystickFlatTerrain,1,avg_success,2499584,0.0
234,WarpSAC-L,G1JoystickFlatTerrain,1,avg_success,4999168,0.0
235,WarpSAC-L,G1JoystickFlatTerrain,1,avg_success,7498752,0.0
236,WarpSAC-L,G1JoystickFlatTerrain,1,avg_success,9998336,0.0
237,WarpSAC-L,G1JoystickFlatTerrain,1,avg_success,12497920,0.0
238,WarpSAC-L,G1JoystickFlatTerrain,1,avg_success,14997504,0.0
239,WarpSAC-L,G1JoystickFlatTerrain,1,avg_success,17497088,0.0
240,WarpSAC-L,G1JoystickFlatTerrain,1,avg_success,19996672,0.0
241,WarpSAC-L,G1JoystickFlatTerrain,1,avg_success,22496256,0.0
242,WarpSAC-L,G1JoystickFlatTerrain,1,avg_success,24995840,0.0
243,WarpSAC-L,G1JoystickFlatTerrain,1,avg_success,27495424,0.0
244,WarpSAC-L,G1JoystickFlatTerrain,1,avg_success,29995008,0.0
245,WarpSAC-L,G1JoystickFlatTerrain,1,avg_success,32494592,0.0
246,WarpSAC-L,G1JoystickFlatTerrain,1,avg_success,34994176,0.0
247,WarpSAC-L,G1JoystickFlatTerrain,1,avg_success,37493760,0.0
248,WarpSAC-L,G1JoystickFlatTerrain,1,avg_success,39993344,0.0
249,WarpSAC-L,G1JoystickFlatTerrain,1,avg_success,42492928,0.0
250,WarpSAC-L,G1JoystickFlatTerrain,1,avg_success,44992512,0.0
251,WarpSAC-L,G1JoystickFlatTerrain,1,avg_success,47492096,0.0
252,WarpSAC-L,G1JoystickFlatTerrain,1,avg_success,49991680,0.0
253,WarpSAC-L,G1JoystickFlatTerrain,1,avg_success,50000896,0.0
254,WarpSAC-L,G1JoystickFlatTerrain,2,avg_return,0,-4.5809
255,WarpSAC-L,G1JoystickFlatTerrain,2,avg_return,2499584,-3.9609
256,WarpSAC-L,G1JoystickFlatTerrain,2,avg_return,4999168,-3.86
257,WarpSAC-L,G1JoystickFlatTerrain,2,avg_return,7498752,4.7974
258,WarpSAC-L,G1JoystickFlatTerrain,2,avg_return,9998336,13.8721
259,WarpSAC-L,G1JoystickFlatTerrain,2,avg_return,12497920,17.3717
260,WarpSAC-L,G1JoystickFlatTerrain,2,avg_return,14997504,19.7114
261,WarpSAC-L,G1JoystickFlatTerrain,2,avg_return,17497088,27.7275
262,WarpSAC-L,G1JoystickFlatTerrain,2,avg_return,19996672,29.7393
263,WarpSAC-L,G1JoystickFlatTerrain,2,avg_return,22496256,33.7482
264,WarpSAC-L,G1JoystickFlatTerrain,2,avg_return,24995840,36.1019
265,WarpSAC-L,G1JoystickFlatTerrain,2,avg_return,27495424,38.1565
266,WarpSAC-L,G1JoystickFlatTerrain,2,avg_return,29995008,38.5822
267,WarpSAC-L,G1JoystickFlatTerrain,2,avg_return,32494592,39.399
268,WarpSAC-L,G1JoystickFlatTerrain,2,avg_return,34994176,38.7277
269,WarpSAC-L,G1JoystickFlatTerrain,2,avg_return,37493760,40.3055
270,WarpSAC-L,G1JoystickFlatTerrain,2,avg_return,39993344,37.033
271,WarpSAC-L,G1JoystickFlatTerrain,2,avg_return,42492928,37.1796
272,WarpSAC-L,G1JoystickFlatTerrain,2,avg_return,44992512,39.7978
273,WarpSAC-L,G1JoystickFlatTerrain,2,avg_return,47492096,38.3153
274,WarpSAC-L,G1JoystickFlatTerrain,2,avg_return,49991680,40.993
275,WarpSAC-L,G1JoystickFlatTerrain,2,avg_return,50000896,40.0159
276,WarpSAC-L,G1JoystickFlatTerrain,2,avg_success,0,0.0
277,WarpSAC-L,G1JoystickFlatTerrain,2,avg_success,2499584,0.0
278,WarpSAC-L,G1JoystickFlatTerrain,2,avg_success,4999168,0.0
279,WarpSAC-L,G1JoystickFlatTerrain,2,avg_success,7498752,0.0
280,WarpSAC-L,G1JoystickFlatTerrain,2,avg_success,9998336,0.0
281,WarpSAC-L,G1JoystickFlatTerrain,2,avg_success,12497920,0.0
282,WarpSAC-L,G1JoystickFlatTerrain,2,avg_success,14997504,0.0
283,WarpSAC-L,G1JoystickFlatTerrain,2,avg_success,17497088,0.0
284,WarpSAC-L,G1JoystickFlatTerrain,2,avg_success,19996672,0.0
285,WarpSAC-L,G1JoystickFlatTerrain,2,avg_success,22496256,0.0
286,WarpSAC-L,G1JoystickFlatTerrain,2,avg_success,24995840,0.0
287,WarpSAC-L,G1JoystickFlatTerrain,2,avg_success,27495424,0.0
288,WarpSAC-L,G1JoystickFlatTerrain,2,avg_success,29995008,0.0
289,WarpSAC-L,G1JoystickFlatTerrain,2,avg_success,32494592,0.0
290,WarpSAC-L,G1JoystickFlatTerrain,2,avg_success,34994176,0.0
291,WarpSAC-L,G1JoystickFlatTerrain,2,avg_success,37493760,0.0
292,WarpSAC-L,G1JoystickFlatTerrain,2,avg_success,39993344,0.0
293,WarpSAC-L,G1JoystickFlatTerrain,2,avg_success,42492928,0.0
294,WarpSAC-L,G1JoystickFlatTerrain,2,avg_success,44992512,0.0
295,WarpSAC-L,G1JoystickFlatTerrain,2,avg_success,47492096,0.0
296,WarpSAC-L,G1JoystickFlatTerrain,2,avg_success,49991680,0.0
297,WarpSAC-L,G1JoystickFlatTerrain,2,avg_success,50000896,0.0
298,WarpSAC-L,G1JoystickFlatTerrain,3,avg_return,0,-7.636
299,WarpSAC-L,G1JoystickFlatTerrain,3,avg_return,2499584,-3.5508
300,WarpSAC-L,G1JoystickFlatTerrain,3,avg_return,4999168,-3.5408
301,WarpSAC-L,G1JoystickFlatTerrain,3,avg_return,7498752,1.6638
302,WarpSAC-L,G1JoystickFlatTerrain,3,avg_return,9998336,13.5292
303,WarpSAC-L,G1JoystickFlatTerrain,3,avg_return,12497920,17.9115
304,WarpSAC-L,G1JoystickFlatTerrain,3,avg_return,14997504,21.3756
305,WarpSAC-L,G1JoystickFlatTerrain,3,avg_return,17497088,25.9367
306,WarpSAC-L,G1JoystickFlatTerrain,3,avg_return,19996672,32.6796
307,WarpSAC-L,G1JoystickFlatTerrain,3,avg_return,22496256,35.1589
308,WarpSAC-L,G1JoystickFlatTerrain,3,avg_return,24995840,35.1422
309,WarpSAC-L,G1JoystickFlatTerrain,3,avg_return,27495424,37.2522
310,WarpSAC-L,G1JoystickFlatTerrain,3,avg_return,29995008,38.2457
311,WarpSAC-L,G1JoystickFlatTerrain,3,avg_return,32494592,38.882
312,WarpSAC-L,G1JoystickFlatTerrain,3,avg_return,34994176,38.3062
313,WarpSAC-L,G1JoystickFlatTerrain,3,avg_return,37493760,37.6341
314,WarpSAC-L,G1JoystickFlatTerrain,3,avg_return,39993344,40.1681
315,WarpSAC-L,G1JoystickFlatTerrain,3,avg_return,42492928,37.9614
316,WarpSAC-L,G1JoystickFlatTerrain,3,avg_return,44992512,37.1875
317,WarpSAC-L,G1JoystickFlatTerrain,3,avg_return,47492096,41.0942
318,WarpSAC-L,G1JoystickFlatTerrain,3,avg_return,49991680,40.3444
319,WarpSAC-L,G1JoystickFlatTerrain,3,avg_return,50000896,40.9866
320,WarpSAC-L,G1JoystickFlatTerrain,3,avg_success,0,0.0
321,WarpSAC-L,G1JoystickFlatTerrain,3,avg_success,2499584,0.0
322,WarpSAC-L,G1JoystickFlatTerrain,3,avg_success,4999168,0.0
323,WarpSAC-L,G1JoystickFlatTerrain,3,avg_success,7498752,0.0
324,WarpSAC-L,G1JoystickFlatTerrain,3,avg_success,9998336,0.0
325,WarpSAC-L,G1JoystickFlatTerrain,3,avg_success,12497920,0.0
326,WarpSAC-L,G1JoystickFlatTerrain,3,avg_success,14997504,0.0
327,WarpSAC-L,G1JoystickFlatTerrain,3,avg_success,17497088,0.0
328,WarpSAC-L,G1JoystickFlatTerrain,3,avg_success,19996672,0.0
329,WarpSAC-L,G1JoystickFlatTerrain,3,avg_success,22496256,0.0
330,WarpSAC-L,G1JoystickFlatTerrain,3,avg_success,24995840,0.0
331,WarpSAC-L,G1JoystickFlatTerrain,3,avg_success,27495424,0.0
332,WarpSAC-L,G1JoystickFlatTerrain,3,avg_success,29995008,0.0
333,WarpSAC-L,G1JoystickFlatTerrain,3,avg_success,32494592,0.0
334,WarpSAC-L,G1JoystickFlatTerrain,3,avg_success,34994176,0.0
335,WarpSAC-L,G1JoystickFlatTerrain,3,avg_success,37493760,0.0
336,WarpSAC-L,G1JoystickFlatTerrain,3,avg_success,39993344,0.0
337,WarpSAC-L,G1JoystickFlatTerrain,3,avg_success,42492928,0.0
338,WarpSAC-L,G1JoystickFlatTerrain,3,avg_success,44992512,0.0
339,WarpSAC-L,G1JoystickFlatTerrain,3,avg_success,47492096,0.0
340,WarpSAC-L,G1JoystickFlatTerrain,3,avg_success,49991680,0.0
341,WarpSAC-L,G1JoystickFlatTerrain,3,avg_success,50000896,0.0
342,WarpSAC-L,G1JoystickFlatTerrain,4,avg_return,0,-5.6329
343,WarpSAC-L,G1JoystickFlatTerrain,4,avg_return,2499584,-3.69
344,WarpSAC-L,G1JoystickFlatTerrain,4,avg_return,4999168,-3.8181
345,WarpSAC-L,G1JoystickFlatTerrain,4,avg_return,7498752,4.558
346,WarpSAC-L,G1JoystickFlatTerrain,4,avg_return,9998336,13.0831
347,WarpSAC-L,G1JoystickFlatTerrain,4,avg_return,12497920,16.6153
348,WarpSAC-L,G1JoystickFlatTerrain,4,avg_return,14997504,21.3656
349,WarpSAC-L,G1JoystickFlatTerrain,4,avg_return,17497088,28.2878
350,WarpSAC-L,G1JoystickFlatTerrain,4,avg_return,19996672,31.5725
351,WarpSAC-L,G1JoystickFlatTerrain,4,avg_return,22496256,36.1625
352,WarpSAC-L,G1JoystickFlatTerrain,4,avg_return,24995840,35.32
353,WarpSAC-L,G1JoystickFlatTerrain,4,avg_return,27495424,38.2708
354,WarpSAC-L,G1JoystickFlatTerrain,4,avg_return,29995008,38.7359
355,WarpSAC-L,G1JoystickFlatTerrain,4,avg_return,32494592,38.5576
356,WarpSAC-L,G1JoystickFlatTerrain,4,avg_return,34994176,37.5416
357,WarpSAC-L,G1JoystickFlatTerrain,4,avg_return,37493760,40.7344
358,WarpSAC-L,G1JoystickFlatTerrain,4,avg_return,39993344,38.1757
359,WarpSAC-L,G1JoystickFlatTerrain,4,avg_return,42492928,39.0216
360,WarpSAC-L,G1JoystickFlatTerrain,4,avg_return,44992512,41.303
361,WarpSAC-L,G1JoystickFlatTerrain,4,avg_return,47492096,41.0356
362,WarpSAC-L,G1JoystickFlatTerrain,4,avg_return,49991680,40.3407
363,WarpSAC-L,G1JoystickFlatTerrain,4,avg_return,50000896,40.3808
364,WarpSAC-L,G1JoystickFlatTerrain,4,avg_success,0,0.0
365,WarpSAC-L,G1JoystickFlatTerrain,4,avg_success,2499584,0.0
366,WarpSAC-L,G1JoystickFlatTerrain,4,avg_success,4999168,0.0
367,WarpSAC-L,G1JoystickFlatTerrain,4,avg_success,7498752,0.0
368,WarpSAC-L,G1JoystickFlatTerrain,4,avg_success,9998336,0.0
369,WarpSAC-L,G1JoystickFlatTerrain,4,avg_success,12497920,0.0
370,WarpSAC-L,G1JoystickFlatTerrain,4,avg_success,14997504,0.0
371,WarpSAC-L,G1JoystickFlatTerrain,4,avg_success,17497088,0.0
372,WarpSAC-L,G1JoystickFlatTerrain,4,avg_success,19996672,0.0
373,WarpSAC-L,G1JoystickFlatTerrain,4,avg_success,22496256,0.0
374,WarpSAC-L,G1JoystickFlatTerrain,4,avg_success,24995840,0.0
375,WarpSAC-L,G1JoystickFlatTerrain,4,avg_success,27495424,0.0
376,WarpSAC-L,G1JoystickFlatTerrain,4,avg_success,29995008,0.0
377,WarpSAC-L,G1JoystickFlatTerrain,4,avg_success,32494592,0.0
378,WarpSAC-L,G1JoystickFlatTerrain,4,avg_success,34994176,0.0
379,WarpSAC-L,G1JoystickFlatTerrain,4,avg_success,37493760,0.0
380,WarpSAC-L,G1JoystickFlatTerrain,4,avg_success,39993344,0.0
381,WarpSAC-L,G1JoystickFlatTerrain,4,avg_success,42492928,0.0
382,WarpSAC-L,G1JoystickFlatTerrain,4,avg_success,44992512,0.0
383,WarpSAC-L,G1JoystickFlatTerrain,4,avg_success,47492096,0.0
